"exercise_id","exercise_name","source_muscle_group","target_signature","signature_cluster_size","dominant_source_group","dominant_source_count","dominant_share","review_status","evidence","ready_for_upsert"
"3bd15908-90de-4c6a-8c64-31ad3c75f845","Coice Polia Baixa","glúteo","Tríceps:primary:100","30","triceps","26","0.8667","needs_review","Repeated target signature is dominated by source group triceps; verify copy/template contamination without inferring replacement targets.","false"
"e6058264-060f-4e41-83ee-6810f38ca520","Coice Polia Média","glúteo","Tríceps:primary:100","30","triceps","26","0.8667","needs_review","Repeated target signature is dominated by source group triceps; verify copy/template contamination without inferring replacement targets.","false"
"d99e2cbd-d66b-4c4d-a4a4-bc614f07c455","CORE ( combinado )","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"8fece0e9-3907-4f54-86b4-54a088cb0540","Crucifixo Invertido com Peito no Banco","ombro","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"8a461d7f-c174-4488-8dca-b4339ad26c81","Crucifixo Invertido Cruzado Polia","ombro","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"6e9fdaca-5bfb-420c-b5bf-5beddcce6c05","Crucifixo Invertido Sentado","ombro","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"b5265c3f-05a3-4fdc-834a-2b6f0c69d12b","Crucifixo Invertido Unilateral Polia","ombro","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"e439f3e2-3bc0-4e34-abb3-d225bab8d710","Crucifixo Unilateral em Prancha Lateral em Abdução","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"efde85ec-e714-44b9-928c-8db249f06c04","Extensão de Quadril Banco Romano com Flexão","glúteo","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"a9307b76-a4e2-4305-b683-d86e59ae80b6","Flexão de Punho 90 graus Polia Baixa","antebraço","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"dcc7c1f8-9e2e-4b4d-a91e-fbc96fd042fe","Flexão de Punho com a Polia Atrás","antebraço","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"479eecd9-1642-4c4c-b9eb-b0a14f11af3a","Flexão de Punho Halteres","antebraço","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"fd207a91-506b-466d-8d6c-d905e97e690a","Flexão de Punho na Barra Fixa ou Antebraço na Barra Fixa","antebraço","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"9c2ad88a-1f2a-4c58-9455-a667d5331d09","Flexão de Punho Polia Baixa","antebraço","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"7512d746-8861-45b3-9242-800df83c8810","Flexão de Punho Unilateral Polia Alta","antebraço","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"196b92b9-5c58-4409-b17f-2254d72b33ab","Flexão de Quadril em ponte ( core )","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"6f5aa853-de66-47ad-8061-d488c6f6adf7","Flexão Fechada","tríceps","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"6ccb4b47-ee73-4d8d-a9cb-af6de89b1513","Flexão Fechada Smith","tríceps","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"96181757-fb88-4bf0-b8fc-8e90cf643d07","Flexões excêntricas (apoio)","Musculação","Funcional:primary:100","31","funcional","20","0.6452","needs_review","Repeated target signature is dominated by source group funcional; verify copy/template contamination without inferring replacement targets.","false"
"258bfac0-5456-462d-8530-a8204af6b8f8","Glúteo Coice Polia Banco","glúteo","Tríceps:primary:100","30","triceps","26","0.8667","needs_review","Repeated target signature is dominated by source group triceps; verify copy/template contamination without inferring replacement targets.","false"
"e1000001-0000-0000-0000-000000000011","Leg Press 45°","pernas","Adutores:secondary:50 | Glúteo:secondary:50 | Posterior de Coxa:secondary:50 | Quadríceps:primary:100","27","quadriceps","25","0.9259","needs_review","Repeated target signature is dominated by source group quadriceps; verify copy/template contamination without inferring replacement targets.","false"
"25117a38-de47-4604-aac1-c0cbf1b878a1","Mergulho em paralela (dips)","Peso Corporal","Tríceps:primary:100","30","triceps","26","0.8667","needs_review","Repeated target signature is dominated by source group triceps; verify copy/template contamination without inferring replacement targets.","false"
"05048a2c-12db-4807-8f9c-38b06233c1f5","Passada Lateral com Miniband","glúteo","Glúteo:secondary:50 | Posterior de Coxa:secondary:50 | Quadríceps:primary:100","11","quadriceps","10","0.9091","needs_review","Repeated target signature is dominated by source group quadriceps; verify copy/template contamination without inferring replacement targets.","false"
"85f9e6ce-592e-4eda-a9c6-79c2f828135f","Prancha + Cócoras","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"7a15e4ba-3866-4371-874d-25b7c94d9e1a","Prancha alta (Cadeia cruzada - Core)","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"fce5642a-088d-40e1-9779-0956e9ed0f99","Prancha Alta com Flexão de Quadril e Joelho na Bola","abdômen","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"91084dd1-b0b2-48f7-8365-0bab87218fa6","Prancha de Copenhagen","adutores","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"77ecd1af-2960-4c99-b26a-dcfff9f66cdc","Prancha de Copenhagen Dinâmica","adutores","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"123d1913-6722-412a-9644-98fe62ca2129","Prancha de Copenhagen Flexionada","adutores","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"5fbca827-2419-41b2-bb66-2492a472be9b","Prancha inversa","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"8760c798-2f49-403e-8660-ad7c12729d5f","Prancha inversa + flexão de quadril alternada","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"cbede972-bc03-4bbb-b665-6ae95e0c0016","Prancha Lateral + Abdução Isométrica","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"4145eb23-d052-43f3-a187-e0775d415ba2","Prancha lateral + Ostrinha","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"65ec923f-0020-4f2c-8c09-d89104d0cf12","Prancha Lateral + pressão na Bola","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"9424dd73-f3ed-4a0f-a2c3-dc3a0d296898","Prancha Lateral com Rotação Externa Elastico","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"953eaf1d-1b3f-460e-b1fa-47ed3e90f0f0","Prancha Lateral em Abdução com Mini band + Crucifixo Unilateral","Musculação","Abdominais:primary:100","57","abdomen","40","0.7018","needs_review","Repeated target signature is dominated by source group abdomen; verify copy/template contamination without inferring replacement targets.","false"
"edaabff8-cd69-4e3c-8658-6a300fd46872","RDL Belt Squat","posterior de coxa","Adutores:secondary:50 | Glúteo:secondary:50 | Posterior de Coxa:secondary:50 | Quadríceps:primary:100","27","quadriceps","25","0.9259","needs_review","Repeated target signature is dominated by source group quadriceps; verify copy/template contamination without inferring replacement targets.","false"
"b222ffd2-a90e-47a2-9924-a63381446069","Remada Alta Barra","ombro","Bíceps:secondary:50 | Deltoide Posterior:secondary:50 | Dorsal:primary:100 | Trapézio:secondary:50","38","costas","32","0.8421","needs_review","Repeated target signature is dominated by source group costas; verify copy/template contamination without inferring replacement targets.","false"
"bc77dd8b-8a5b-49da-987b-2653991d1659","Remada Alta Halteres","ombro","Bíceps:secondary:50 | Deltoide Posterior:secondary:50 | Dorsal:primary:100 | Trapézio:secondary:50","38","costas","32","0.8421","needs_review","Repeated target signature is dominated by source group costas; verify copy/template contamination without inferring replacement targets.","false"
"ce8529f2-dd0e-4c7c-8110-d2505d84bfe2","Remada Alta Máquina","ombro","Bíceps:secondary:50 | Deltoide Posterior:secondary:50 | Dorsal:primary:100 | Trapézio:secondary:50","38","costas","32","0.8421","needs_review","Repeated target signature is dominated by source group costas; verify copy/template contamination without inferring replacement targets.","false"
"e2e6d537-a9ba-4feb-bd2d-f6b7591895c2","Remada Alta no Smith","ombro","Bíceps:secondary:50 | Deltoide Posterior:secondary:50 | Dorsal:primary:100 | Trapézio:secondary:50","38","costas","32","0.8421","needs_review","Repeated target signature is dominated by source group costas; verify copy/template contamination without inferring replacement targets.","false"
"6c2e58df-666f-420a-81e2-192929555fdc","Remada Alta Polia","ombro","Bíceps:secondary:50 | Deltoide Posterior:secondary:50 | Dorsal:primary:100 | Trapézio:secondary:50","38","costas","32","0.8421","needs_review","Repeated target signature is dominated by source group costas; verify copy/template contamination without inferring replacement targets.","false"
"5dd42590-3103-4a4d-8716-bcbba23bd66c","Resposta a carga com controle de eversão","Musculação","Funcional:primary:100","31","funcional","20","0.6452","needs_review","Repeated target signature is dominated by source group funcional; verify copy/template contamination without inferring replacement targets.","false"
"39bfac54-b3c7-4b54-84f3-9aa88abffdf9","Resposta a carga ISO molinete","Musculação","Funcional:primary:100","31","funcional","20","0.6452","needs_review","Repeated target signature is dominated by source group funcional; verify copy/template contamination without inferring replacement targets.","false"
"92da4db7-ec84-4aca-a2e5-432b4b204b3f","Rosca Arnold","bíceps","Deltoide Anterior:primary:100 | Deltoide Lateral:secondary:50 | Tríceps:secondary:50","14","ombro","12","0.8571","needs_review","Repeated target signature is dominated by source group ombro; verify copy/template contamination without inferring replacement targets.","false"
"bf33e722-9da1-4e32-af62-546bb5176c3a","Rosca Scott Barra","bíceps","Bíceps:secondary:50 | Deltoide Posterior:secondary:50 | Dorsal:primary:100 | Trapézio:secondary:50","38","costas","32","0.8421","needs_review","Repeated target signature is dominated by source group costas; verify copy/template contamination without inferring replacement targets.","false"
"62bea1e0-2f07-45a6-9243-85b528adba73","Saltos Horizontais Continuos","Musculação","Funcional:primary:100","31","funcional","20","0.6452","needs_review","Repeated target signature is dominated by source group funcional; verify copy/template contamination without inferring replacement targets.","false"
"52b548b7-f772-46a7-b2c6-a52793d43a22","Saltos Horizontais Unilaterais Estabilizando","Musculação","Funcional:primary:100","31","funcional","20","0.6452","needs_review","Repeated target signature is dominated by source group funcional; verify copy/template contamination without inferring replacement targets.","false"
"03800c6a-d574-49ae-8cda-06904e196e47","Saltos Verticais Contínuos","Musculação","Funcional:primary:100","31","funcional","20","0.6452","needs_review","Repeated target signature is dominated by source group funcional; verify copy/template contamination without inferring replacement targets.","false"
"107cb28d-341d-4245-9bff-e687398d7c88","SL 2DB Box Clean","Musculação","Funcional:primary:100","31","funcional","20","0.6452","needs_review","Repeated target signature is dominated by source group funcional; verify copy/template contamination without inferring replacement targets.","false"
"f347f55d-f778-480c-afc8-106198022b6d","SL DB Box Clean","Musculação","Funcional:primary:100","31","funcional","20","0.6452","needs_review","Repeated target signature is dominated by source group funcional; verify copy/template contamination without inferring replacement targets.","false"
"9160b4e1-9fbd-468c-b8e0-bc5868587078","Supino Fechado Halteres","tríceps","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"630de071-ce64-490d-9257-4e1e7260804f","Supino Fechado Smith","tríceps","Deltoide Anterior:secondary:50 | Peitoral:primary:100 | Tríceps:secondary:50","47","peitoral","27","0.5745","needs_review","Repeated target signature is dominated by source group peitoral; verify copy/template contamination without inferring replacement targets.","false"
"33c3e734-d90b-4870-9958-d5d1c76870b3","Thruster com KB Unilateral","Musculação","Funcional:primary:100","31","funcional","20","0.6452","needs_review","Repeated target signature is dominated by source group funcional; verify copy/template contamination without inferring replacement targets.","false"
